Order_ID,Category,Region,Quantity,Unit_Price,Discount,Rating,Sales
10463,Home & Kitchen,West,1,2849.99,0.343,4.7,1872.44
10464,Fashion,North,1,1988.31,0.309,3.7,1373.92
10465,Electronics,West,5,1426.41,0.105,4.8,6383.18
10466,Books,East,1,2657.4,0.27,2.7,1939.9
10467,Electronics,East,4,1642.27,0.118,2.8,5793.93
10468,Home & Kitchen,South,2,2864.07,0.212,4.8,4513.77
10469,Electronics,West,4,3415.6,0.23,4.9,10520.05
10470,Books,North,1,423.79,0.29,3.3,300.89
10471,Home & Kitchen,South,5,105.23,0.009,3.4,521.41
10472,Books,South,4,1140.16,0.077,3.6,4209.47
10473,Fashion,South,3,4483.11,0.249,3.5,10100.45
10474,Fashion,South,2,3266.82,0.197,3.0,5246.51
10475,Home & Kitchen,North,5,942.61,0.173,4.7,3897.69
10476,Books,North,2,4462.29,0.019,3.1,8755.01
10477,Books,North,3,2402.78,0.122,4.3,6328.92
10478,Electronics,East,2,2432.85,0.303,2.7,3391.39
10479,Home & Kitchen,South,2,4684.16,0.011,,9265.27
10480,Electronics,East,3,391.48,0.139,4.1,1011.19
10481,Fashion,East,1,1154.37,0.331,3.3,772.27
10482,Books,East,1,2970.28,0.018,4.1,2916.81
10483,Fashion,East,2,1057.88,0.262,2.7,1561.43
10484,Books,East,1,3429.68,0.09,4.9,3121.01
10485,Fashion,East,3,1149.05,0.303,4.4,2402.66
10486,Electronics,East,5,585.87,0.261,4.7,2164.79
10487,Fashion,East,1,1114.23,0.31,,768.82
10488,Home & Kitchen,South,1,2171.4,0.076,3.3,2006.37
10489,Books,North,1,963.08,0.186,3.4,783.95
10490,Home & Kitchen,West,3,759.99,0.273,3.8,1657.54
10491,Books,South,2,4315.38,0.086,3.2,7888.51
10492,Books,East,3,1669.95,0.081,2.7,4604.05
10493,Books,North,1,1867.72,0.01,3.4,1849.04
10494,Home & Kitchen,South,2,370.83,0.335,3.1,493.2
10495,Fashion,East,3,1851.11,0.249,3.5,4170.55
10496,Fashion,East,3,1397.56,0.222,3.0,3261.91
10497,Electronics,East,3,3091.38,0.26,3.2,6862.86
10498,Fashion,,4,1106.41,0.186,4.1,3602.47
10499,Books,West,3,4452.99,0.167,3.5,11128.02
10500,Fashion,East,5,4655.37,0.157,3.4,19622.38
10001,Electronics,North,5,1375.71,0.035,4.1,6637.8
10002,Books,East,4,1680.2,0.038,3.0,6465.41
10003,Home & Kitchen,West,3,1288.17,0.04,4.7,3709.93
10004,Fashion,West,5,2451.33,0.217,4.5,9596.96
10005,Fashion,South,1,3447.97,0.043,3.4,3299.71
